m,A,|A|,b,k,const
36,"{0, 1, 2, 3, 5, 6, 9, 10, 12, 15, 16, 19, 20, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 36}",24,70,2,-2
18,"{0, 1, 3, 6, 10, 11, 12, 14, 15, 18}",10,52,3,-2
39,"{32, 0, 2, 3, 34, 37, 39, 8, 11, 14, 16, 18, 21, 23, 25, 27}",16,154,4,-2
44,"{0, 33, 3, 36, 4, 7, 39, 43, 44, 13, 14, 16, 18, 20, 23, 25, 29, 30}",18,174,4,-2
30,"{0, 1, 3, 7, 8, 10, 12, 13, 14, 15, 18, 19, 20, 21, 23, 24, 25, 27, 30}",19,88,3,-2
30,"{0, 1, 2, 3, 6, 7, 8, 9, 13, 14, 15, 16, 17, 18, 21, 26, 27, 30}",18,88,3,-2
32,"{0, 1, 32, 5, 6, 10, 13, 16, 17, 21, 28, 29}",12,126,4,-2
41,"{0, 2, 4, 7, 8, 9, 10, 12, 13, 17, 19, 21, 24, 25, 26, 27, 30, 31, 32, 33, 35, 36, 37, 39, 40, 41}",26,80,2,-2
12,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 12}",10,10,1,-2
10,"{0, 1, 2, 4, 6, 7, 10}",7,18,2,-2
33,"{0, 1, 33, 4, 5, 9, 10, 11, 12, 14, 18, 19, 22, 26, 27, 28, 29}",17,97,3,-2
21,"{0, 2, 3, 7, 11, 12, 16, 17, 18, 21}",10,61,3,-2
45,"{0, 1, 32, 35, 37, 38, 8, 41, 9, 42, 45, 17, 20, 22, 23, 29, 31}",17,313,7,-2
13,"{0, 1, 2, 4, 5, 6, 7, 8, 9, 13}",10,24,2,-2
26,"{0, 3, 5, 7, 10, 11, 12, 15, 16, 18, 19, 20, 25, 26}",14,128,5,-2
