m,A,|A|,b,k,const
38,"{0, 3, 6, 7, 8, 10, 12, 16, 17, 21, 22, 24, 26, 27, 30, 34, 35, 36, 38}",19,110,3,-4
27,"{0, 1, 2, 3, 6, 7, 8, 10, 13, 16, 17, 18, 19, 20, 23, 27}",16,50,2,-4
19,"{0, 2, 4, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19}",13,34,2,-4
23,"{0, 3, 4, 9, 13, 16, 18, 19, 21, 23}",10,88,4,-4
46,"{0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15, 16, 17, 18, 19, 22, 25, 28, 29, 32, 33, 35, 36, 38, 39, 40, 42, 46}",30,88,2,-4
39,"{0, 5, 6, 7, 9, 10, 12, 13, 15, 18, 19, 20, 21, 22, 24, 25, 26, 28, 29, 30, 31, 34, 36, 38, 39}",25,113,3,-4
11,"{0, 1, 3, 4, 5, 6, 11}",7,7,1,-4
23,"{0, 1, 2, 3, 5, 7, 10, 12, 13, 19, 21, 23}",12,65,3,-4
37,"{0, 2, 35, 5, 6, 7, 37, 14, 21, 23, 24, 25, 26, 27, 30, 31}",16,107,3,-4
26,"{0, 5, 6, 7, 8, 16, 18, 20, 22, 23, 24, 25, 26}",13,74,3,-4
30,"{0, 4, 6, 7, 12, 15, 17, 18, 19, 21, 26, 27, 29, 30}",14,86,3,-4
48,"{0, 2, 4, 6, 7, 8, 15, 17, 18, 20, 23, 24, 25, 26, 29, 30, 31, 33, 37, 38, 39, 40, 41, 42, 43, 46, 48}",27,92,2,-4
19,"{0, 2, 3, 8, 11, 14, 16, 19}",8,72,4,-4
21,"{0, 2, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21}",15,38,2,-4
47,"{0, 2, 6, 7, 8, 9, 11, 12, 18, 19, 20, 23, 24, 25, 29, 30, 31, 32, 35, 37, 38, 42, 43, 44, 47}",25,137,3,-4
40,"{0, 4, 5, 7, 8, 9, 11, 12, 20, 21, 22, 23, 26, 27, 29, 31, 32, 33, 36, 37, 38, 40}",22,76,2,-4
16,"{0, 3, 4, 5, 8, 9, 10, 14, 16}",9,28,2,-4
46,"{0, 3, 4, 5, 7, 8, 9, 11, 12, 14, 17, 18, 20, 22, 24, 25, 27, 28, 30, 31, 32, 36, 37, 38, 39, 41, 43, 46}",28,88,2,-4
13,"{0, 2, 3, 8, 10, 13}",6,48,4,-4
9,"{0, 2, 6, 7, 9}",5,14,2,-4
13,"{0, 2, 4, 6, 7, 8, 9, 10, 13}",9,9,1,-4
44,"{0, 3, 4, 5, 7, 9, 10, 12, 14, 15, 17, 18, 19, 20, 21, 22, 24, 25, 28, 29, 30, 31, 32, 33, 34, 35, 37, 38, 42, 44}",30,84,2,-4
9,"{0, 3, 4, 7, 9}",5,5,1,-4
45,"{0, 2, 3, 4, 8, 9, 10, 16, 18, 21, 25, 26, 27, 29, 32, 34, 35, 38, 40, 41, 45}",21,131,3,-4
36,"{0, 33, 32, 3, 4, 36, 6, 10, 12, 13, 14, 16, 18, 19, 25, 27, 31}",17,104,3,-4
11,"{0, 4, 5, 6, 7, 9, 11}",7,7,1,-4
20,"{0, 3, 5, 6, 8, 9, 10, 14, 15, 16, 17, 18, 20}",13,36,2,-4
12,"{0, 2, 5, 7, 9, 12}",6,44,4,-4
34,"{0, 1, 3, 4, 5, 8, 12, 13, 14, 15, 16, 17, 18, 20, 23, 24, 25, 27, 31, 34}",20,98,3,-4
20,"{0, 2, 4, 6, 7, 8, 9, 10, 11, 13, 15, 16, 17, 20}",14,36,2,-4
40,"{0, 1, 3, 4, 8, 9, 11, 17, 18, 19, 24, 25, 29, 30, 32, 34, 36, 38, 40}",19,76,2,-4
10,"{0, 2, 3, 4, 7, 10}",6,6,1,-4
36,"{0, 1, 3, 5, 6, 7, 9, 14, 16, 17, 20, 22, 25, 26, 27, 29, 30, 31, 36}",19,68,2,-4
28,"{0, 4, 5, 6, 7, 9, 10, 12, 13, 15, 17, 19, 21, 23, 24, 25, 28}",17,52,2,-4
24,"{0, 4, 5, 6, 7, 9, 12, 16, 17, 19, 20, 22, 24}",13,44,2,-4
18,"{0, 3, 5, 6, 8, 9, 10, 14, 15, 16, 18}",11,32,2,-4
19,"{0, 2, 5, 6, 7, 8, 9, 11, 12, 17, 19}",11,53,3,-4
27,"{0, 3, 4, 6, 7, 8, 9, 10, 11, 16, 18, 19, 22, 23, 24, 27}",16,50,2,-4
20,"{0, 2, 4, 5, 6, 7, 10, 11, 12, 14, 16, 17, 20}",13,36,2,-4
12,"{0, 3, 5, 6, 7, 10, 12}",7,20,2,-4
36,"{0, 2, 3, 4, 8, 10, 12, 13, 14, 16, 19, 20, 21, 22, 23, 25, 27, 28, 34, 36}",20,104,3,-4
23,"{0, 2, 4, 6, 7, 8, 13, 15, 16, 17, 18, 19, 20, 23}",14,42,2,-4
28,"{0, 1, 3, 6, 7, 9, 12, 14, 16, 17, 18, 19, 20, 22, 23, 28}",16,80,3,-4
43,"{0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 21, 24, 26, 27, 29, 31, 32, 33, 38, 39, 43}",27,125,3,-4
13,"{0, 1, 3, 5, 10, 13}",6,48,4,-4
8,"{0, 5, 6, 7, 8}",5,12,2,-4
34,"{0, 2, 34, 4, 7, 9, 10, 14, 17, 18, 21, 24, 27, 28, 29, 30, 31}",17,98,3,-4
29,"{0, 1, 7, 9, 11, 12, 13, 16, 18, 20, 22, 23, 26, 29}",14,170,6,-4
11,"{0, 5, 6, 8, 9, 10, 11}",7,7,1,-4
7,"{0, 1, 3, 7}",4,10,2,-4
45,"{0, 33, 2, 36, 37, 7, 40, 41, 42, 10, 45, 14, 17, 21, 27}",15,221,5,-4
21,"{0, 2, 5, 6, 7, 8, 9, 13, 14, 15, 16, 18, 21}",13,38,2,-4
23,"{0, 2, 4, 9, 20, 21, 23}",7,111,5,-4
29,"{0, 1, 2, 3, 5, 9, 10, 12, 13, 15, 16, 17, 18, 21, 22, 23, 24, 29}",18,54,2,-4
12,"{0, 4, 6, 7, 8, 9, 10, 12}",8,8,1,-4
44,"{0, 3, 4, 5, 6, 9, 10, 14, 15, 16, 17, 18, 21, 22, 23, 25, 26, 28, 29, 30, 31, 32, 34, 35, 37, 40, 41, 44}",28,84,2,-4
36,"{32, 0, 33, 3, 4, 5, 6, 36, 10, 12, 17, 18, 20, 22, 23, 24, 29, 30}",18,104,3,-4
9,"{0, 1, 3, 4, 9}",5,5,1,-4
37,"{0, 2, 4, 5, 6, 8, 13, 14, 19, 20, 22, 23, 25, 26, 27, 28, 29, 31, 33, 34, 37}",21,70,2,-4
28,"{0, 1, 3, 4, 5, 7, 8, 9, 11, 12, 15, 16, 21, 22, 24, 28}",16,80,3,-4
41,"{0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 16, 20, 22, 23, 24, 25, 28, 29, 30, 31, 33, 37, 39, 41}",26,78,2,-4
8,"{0, 2, 3, 4, 8}",5,12,2,-4
17,"{0, 1, 5, 6, 9, 13, 14, 17}",8,47,3,-4
34,"{32, 1, 2, 0, 4, 34, 7, 8, 9, 15, 18, 19, 20, 21, 23, 26, 28}",17,64,2,-4
37,"{0, 1, 3, 4, 6, 8, 9, 11, 13, 14, 15, 16, 17, 18, 19, 20, 21, 24, 25, 26, 28, 30, 34, 37}",24,70,2,-4
21,"{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 18, 21}",16,38,2,-4
9,"{0, 1, 3, 4, 9}",5,5,1,-4
27,"{0, 1, 4, 6, 7, 15, 16, 17, 21, 23, 25, 27}",12,77,3,-4
35,"{0, 33, 32, 3, 35, 7, 8, 11, 12, 14, 15, 16, 17, 23, 26, 28, 30, 31}",18,101,3,-4
47,"{0, 1, 2, 6, 9, 10, 13, 15, 20, 23, 25, 27, 28, 30, 31, 33, 34, 35, 37, 38, 39, 41, 42, 47}",24,137,3,-4
28,"{0, 2, 6, 10, 11, 12, 14, 16, 18, 22, 24, 25, 27, 28}",14,80,3,-4
22,"{0, 3, 5, 7, 9, 11, 13, 14, 16, 17, 18, 19, 22}",13,62,3,-4
19,"{0, 3, 4, 5, 10, 13, 15, 16, 19}",9,53,3,-4
17,"{0, 1, 3, 5, 7, 9, 10, 11, 12, 17}",10,30,2,-4
10,"{0, 2, 3, 5, 6, 10}",6,6,1,-4
13,"{0, 1, 3, 5, 6, 7, 9, 13}",8,22,2,-4
7,"{0, 1, 3, 7}",4,10,2,-4
7,"{0, 1, 3, 7}",4,10,2,-4
39,"{0, 1, 2, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19, 22, 25, 27, 28, 29, 33, 37, 39}",21,152,4,-4
25,"{0, 2, 3, 4, 8, 9, 13, 16, 17, 18, 19, 22, 25}",13,71,3,-4
15,"{0, 1, 2, 4, 7, 10, 11, 15}",8,26,2,-4
12,"{0, 1, 3, 5, 6, 9, 12}",7,20,2,-4
33,"{0, 1, 2, 3, 33, 6, 8, 10, 11, 13, 14, 16, 17, 22, 24, 25, 26, 28}",18,62,2,-4
44,"{32, 0, 34, 3, 37, 7, 40, 41, 43, 12, 11, 44, 15, 17, 18, 24, 27, 28}",18,172,4,-4
23,"{0, 1, 2, 4, 11, 13, 15, 17, 20, 23}",10,65,3,-4
22,"{0, 2, 4, 8, 9, 12, 13, 15, 16, 18, 19, 20, 22}",13,40,2,-4
10,"{0, 1, 2, 4, 5, 10}",6,6,1,-4
21,"{0, 1, 4, 6, 7, 8, 10, 11, 12, 15, 17, 21}",12,59,3,-4
9,"{0, 1, 3, 4, 9}",5,5,1,-4
25,"{0, 1, 2, 3, 4, 5, 6, 7, 10, 11, 12, 14, 20, 21, 25}",15,71,3,-4
24,"{0, 2, 3, 4, 6, 7, 8, 12, 15, 16, 17, 18, 19, 24}",14,44,2,-4
8,"{0, 3, 5, 6, 8}",5,12,2,-4
12,"{0, 1, 3, 4, 7, 8, 12}",7,20,2,-4
35,"{0, 1, 35, 6, 8, 10, 15, 18, 19, 20, 24, 26, 27, 30, 31}",15,171,5,-4
37,"{0, 1, 3, 4, 5, 6, 7, 10, 15, 16, 19, 20, 21, 22, 23, 26, 30, 31, 34, 37}",20,70,2,-4
39,"{0, 1, 3, 4, 5, 6, 7, 10, 12, 13, 14, 15, 17, 19, 20, 25, 26, 28, 29, 31, 35, 37, 39}",23,74,2,-4
29,"{0, 3, 4, 6, 7, 8, 12, 17, 20, 21, 23, 24, 25, 27, 29}",15,83,3,-4
24,"{0, 2, 4, 6, 8, 9, 11, 12, 13, 16, 18, 20, 21, 22, 24}",15,44,2,-4
8,"{0, 1, 2, 3, 8}",5,12,2,-4
16,"{0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 16}",11,28,2,-4
36,"{0, 1, 2, 3, 5, 6, 7, 8, 10, 12, 13, 22, 23, 26, 28, 29, 30, 32, 36}",19,104,3,-4
28,"{0, 1, 2, 3, 6, 9, 11, 16, 17, 23, 24, 28}",12,108,4,-4
12,"{0, 2, 3, 4, 5, 6, 7, 12}",8,8,1,-4
24,"{0, 1, 2, 3, 6, 8, 9, 13, 14, 17, 18, 20, 24}",13,44,2,-4
