m,A,|A|,b,k,const
23,"{0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 14, 16, 23}",14,14,1,-9
27,"{0, 1, 4, 8, 15, 16, 19, 20, 27}",9,99,4,-9
11,"{0, 2, 3, 4, 11}",5,13,2,-9
9,"{0, 9, 3, 4}",4,18,3,-9
47,"{32, 1, 0, 38, 39, 8, 41, 10, 47, 20, 21, 23, 25, 26, 29, 30}",16,320,7,-9
45,"{0, 2, 5, 6, 8, 9, 10, 14, 15, 16, 18, 22, 25, 26, 29, 34, 35, 38, 40, 45}",20,81,2,-9
46,"{0, 37, 6, 7, 40, 42, 43, 45, 14, 46, 16, 17, 21, 22, 24, 26, 30, 31}",18,175,4,-9
35,"{0, 33, 35, 5, 6, 8, 9, 10, 13, 19, 21, 24, 25, 27, 29, 31}",16,96,3,-9
20,"{0, 4, 9, 12, 15, 17, 18, 20}",8,51,3,-9
28,"{0, 3, 4, 6, 7, 8, 11, 13, 16, 20, 22, 25, 28}",13,75,3,-9
21,"{0, 1, 2, 3, 5, 6, 7, 9, 11, 16, 21}",11,33,2,-9
30,"{0, 2, 3, 8, 9, 10, 11, 12, 19, 20, 22, 23, 30}",13,81,3,-9
25,"{0, 2, 4, 5, 6, 8, 11, 13, 14, 16, 17, 19, 25}",13,41,2,-9
21,"{0, 1, 2, 5, 6, 7, 11, 13, 15, 21}",10,33,2,-9
24,"{0, 2, 5, 12, 13, 15, 19, 24}",8,87,4,-9
45,"{0, 6, 7, 40, 9, 8, 43, 10, 45, 18, 21, 22}",12,216,5,-9
17,"{0, 1, 2, 3, 5, 10, 12, 17}",8,42,3,-9
9,"{0, 9, 2, 3}",4,18,3,-9
38,"{0, 2, 4, 5, 6, 9, 11, 13, 14, 15, 17, 18, 19, 22, 23, 24, 25, 26, 27, 29, 32, 38}",22,67,2,-9
14,"{0, 7, 9, 11, 12, 13, 14}",7,19,2,-9
6,"{0, 1, 6}",3,15,4,-9
25,"{0, 2, 6, 10, 13, 16, 17, 18, 19, 21, 25}",11,66,3,-9
33,"{0, 32, 33, 6, 7, 11, 12, 18, 21, 27, 28}",11,123,4,-9
14,"{0, 5, 7, 8, 12, 14}",6,33,3,-9
38,"{0, 35, 36, 38, 7, 8, 9, 12, 15, 18, 20, 26, 28, 31}",14,105,3,-9
49,"{0, 2, 4, 6, 19, 21, 22, 23, 28, 35, 37, 38, 39, 41, 44, 45, 46, 47, 49}",19,187,4,-9
23,"{0, 3, 5, 9, 10, 17, 19, 21, 23}",9,60,3,-9
37,"{0, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 20, 21, 22, 23, 24, 25, 27, 28, 29, 30, 37}",25,65,2,-9
19,"{0, 2, 3, 7, 13, 15, 19}",7,48,3,-9
45,"{0, 1, 5, 6, 8, 9, 10, 11, 13, 15, 16, 17, 18, 19, 21, 22, 24, 25, 28, 29, 30, 32, 34, 35, 38, 45}",26,171,4,-9
11,"{0, 5, 9, 10, 11}",5,13,2,-9
12,"{0, 1, 2, 6, 7, 12}",6,15,2,-9
37,"{32, 1, 2, 3, 0, 37, 6, 10, 11, 12, 15, 18, 21, 25, 27, 30}",16,65,2,-9
11,"{0, 5, 9, 10, 11}",5,13,2,-9
17,"{0, 2, 3, 4, 5, 8, 13, 17}",8,25,2,-9
13,"{0, 1, 3, 9, 13}",5,43,4,-9
25,"{0, 2, 5, 6, 7, 8, 9, 10, 11, 16, 17, 20, 25}",13,41,2,-9
32,"{0, 1, 2, 32, 5, 6, 7, 8, 9, 11, 13, 15, 16, 17, 18, 19, 22, 23}",18,55,2,-9
40,"{0, 34, 3, 35, 4, 8, 40, 10, 14, 17, 18, 19, 20, 21, 24, 28, 29, 31}",18,111,3,-9
15,"{0, 2, 5, 9, 10, 15}",6,51,4,-9
9,"{0, 9, 3, 4}",4,18,3,-9
