m,A,|A|,b,k,const
29,"{0, 3, 4, 5, 6, 7, 8, 9, 10, 13, 15, 16, 18, 19, 20, 21, 25, 26, 27, 28, 29}",21,57,2,-1
6,"{0, 1, 2, 3, 6}",5,5,1,-1
46,"{0, 1, 2, 5, 11, 15, 17, 22, 23, 27, 28, 30, 31, 34, 35, 37, 38, 40, 41, 42, 43, 46}",22,137,3,-1
45,"{0, 1, 3, 4, 6, 7, 11, 13, 21, 27, 28, 31, 32, 35, 36, 37, 38, 39, 40, 43, 45}",21,134,3,-1
39,"{0, 1, 3, 6, 7, 9, 13, 15, 20, 21, 23, 24, 25, 26, 27, 28, 30, 32, 33, 34, 35, 37, 39}",23,116,3,-1
20,"{0, 1, 3, 5, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20}",14,59,3,-1
9,"{0, 2, 3, 4, 5, 6, 7, 9}",8,8,1,-1
44,"{0, 2, 3, 5, 8, 12, 13, 21, 23, 24, 29, 30, 31, 34, 35, 36, 38, 39, 40, 41, 42, 44}",22,131,3,-1
6,"{0, 1, 2, 3, 6}",5,5,1,-1
17,"{0, 1, 2, 3, 10, 12, 15, 17}",8,67,4,-1
24,"{0, 1, 2, 4, 6, 7, 8, 9, 10, 18, 19, 20, 21, 24}",14,71,3,-1
36,"{0, 1, 2, 3, 5, 9, 11, 13, 15, 17, 18, 20, 21, 22, 23, 24, 27, 28, 31, 34, 36}",21,107,3,-1
22,"{0, 1, 4, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 20, 22}",16,65,3,-1
15,"{0, 1, 4, 6, 9, 10, 11, 12, 15}",9,44,3,-1
19,"{0, 2, 5, 8, 9, 13, 15, 17, 18, 19}",10,56,3,-1
24,"{0, 3, 4, 5, 9, 10, 11, 12, 13, 15, 16, 21, 22, 23, 24}",15,71,3,-1
5,"{0, 1, 3, 5}",4,4,1,-1
6,"{0, 1, 2, 3, 6}",5,5,1,-1
11,"{0, 1, 5, 6, 7, 9, 11}",7,43,4,-1
25,"{0, 1, 3, 4, 5, 6, 7, 9, 14, 15, 16, 17, 19, 20, 23, 25}",16,49,2,-1
20,"{0, 1, 2, 6, 7, 13, 14, 15, 18, 20}",10,59,3,-1
5,"{0, 1, 2, 5}",4,4,1,-1
37,"{0, 1, 3, 4, 5, 6, 11, 12, 14, 16, 20, 24, 25, 27, 28, 29, 31, 32, 35, 37}",20,73,2,-1
27,"{0, 2, 5, 7, 9, 11, 13, 15, 16, 17, 20, 21, 22, 24, 26, 27}",16,107,4,-1
20,"{0, 2, 3, 5, 7, 9, 11, 13, 14, 17, 18, 20}",12,39,2,-1
38,"{0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 20, 22, 23, 24, 29, 31, 32, 33, 36, 38}",27,75,2,-1
33,"{0, 1, 2, 33, 4, 5, 6, 8, 13, 14, 15, 17, 19, 23, 24, 28, 31}",17,131,4,-1
23,"{0, 1, 4, 5, 6, 7, 9, 14, 15, 16, 18, 19, 20, 23}",14,68,3,-1
15,"{0, 2, 3, 4, 6, 10, 11, 12, 13, 15}",10,29,2,-1
16,"{0, 2, 4, 5, 14, 15, 16}",7,79,5,-1
44,"{0, 2, 3, 5, 8, 9, 10, 11, 12, 13, 14, 15, 18, 19, 20, 21, 23, 24, 26, 27, 32, 34, 35, 36, 38, 39, 41, 42, 44}",29,87,2,-1
7,"{0, 1, 2, 5, 7}",5,13,2,-1
6,"{0, 2, 3, 4, 6}",5,5,1,-1
49,"{0, 2, 4, 5, 6, 8, 10, 11, 12, 16, 17, 19, 22, 23, 24, 25, 28, 29, 32, 33, 34, 36, 39, 40, 41, 44, 45, 46, 48, 49}",30,97,2,-1
5,"{0, 1, 2, 5}",4,4,1,-1
37,"{0, 2, 5, 6, 7, 11, 14, 15, 17, 18, 19, 20, 23, 26, 27, 32, 33, 34, 35, 36, 37}",21,73,2,-1
23,"{0, 2, 4, 5, 7, 9, 10, 12, 14, 17, 19, 21, 22, 23}",14,45,2,-1
25,"{0, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 17, 18, 24, 25}",16,149,6,-1
36,"{0, 1, 2, 3, 7, 9, 10, 13, 14, 15, 16, 19, 24, 25, 26, 27, 29, 31, 32, 34, 36}",21,71,2,-1
24,"{0, 1, 3, 4, 5, 6, 7, 10, 12, 13, 14, 15, 18, 19, 20, 22, 24}",17,47,2,-1
14,"{0, 1, 3, 8, 9, 12, 14}",7,41,3,-1
48,"{0, 1, 2, 3, 6, 8, 10, 11, 12, 13, 18, 21, 25, 28, 29, 32, 35, 37, 41, 43, 44, 45, 48}",23,95,2,-1
5,"{0, 2, 3, 5}",4,4,1,-1
29,"{0, 1, 2, 3, 4, 6, 9, 11, 15, 17, 18, 20, 21, 24, 25, 27, 29}",17,57,2,-1
5,"{0, 1, 3, 5}",4,4,1,-1
7,"{0, 1, 2, 3, 4, 7}",6,6,1,-1
8,"{0, 2, 3, 5, 6, 8}",6,15,2,-1
6,"{0, 2, 3, 4, 6}",5,5,1,-1
5,"{0, 1, 2, 5}",4,4,1,-1
40,"{0, 2, 3, 6, 7, 9, 10, 12, 13, 14, 16, 17, 19, 20, 21, 27, 28, 29, 30, 31, 34, 35, 37, 38, 40}",25,79,2,-1
16,"{0, 1, 2, 4, 5, 6, 8, 10, 11, 14, 16}",11,47,3,-1
26,"{0, 2, 3, 4, 7, 8, 9, 20, 21, 23, 24, 26}",12,77,3,-1
44,"{0, 33, 1, 36, 5, 39, 8, 40, 42, 44, 13, 14, 15, 19, 24, 26, 30}",17,175,4,-1
43,"{0, 1, 2, 35, 3, 5, 6, 7, 38, 41, 43, 12, 18, 19, 21, 24, 29, 30}",18,171,4,-1
34,"{0, 2, 5, 7, 8, 11, 15, 18, 19, 20, 21, 23, 24, 25, 27, 30, 32, 33, 34}",19,101,3,-1
10,"{0, 3, 4, 5, 8, 9, 10}",7,19,2,-1
11,"{0, 2, 4, 5, 7, 9, 10, 11}",8,21,2,-1
5,"{0, 3, 4, 5}",4,4,1,-1
30,"{0, 1, 2, 3, 4, 5, 6, 9, 10, 12, 13, 14, 15, 17, 18, 19, 21, 23, 24, 25, 26, 27, 30}",23,59,2,-1
5,"{0, 1, 2, 5}",4,4,1,-1
7,"{0, 2, 3, 4, 5, 7}",6,6,1,-1
45,"{0, 3, 4, 5, 9, 11, 12, 14, 16, 17, 18, 19, 20, 21, 23, 24, 25, 27, 28, 30, 32, 33, 34, 36, 37, 38, 39, 42, 44, 45}",30,134,3,-1
26,"{0, 2, 4, 5, 6, 7, 8, 9, 16, 17, 19, 21, 23, 24, 25, 26}",16,51,2,-1
8,"{0, 1, 2, 3, 6, 8}",6,15,2,-1
5,"{0, 1, 2, 5}",4,4,1,-1
43,"{0, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 17, 28, 29, 31, 32, 34, 35, 37, 38, 39, 40, 41, 42, 43}",27,85,2,-1
9,"{0, 3, 4, 5, 8, 9}",6,26,3,-1
16,"{0, 1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14, 16}",13,31,2,-1
5,"{0, 2, 3, 5}",4,4,1,-1
19,"{0, 1, 3, 6, 7, 10, 13, 14, 15, 17, 19}",11,56,3,-1
24,"{0, 2, 4, 5, 7, 8, 11, 12, 14, 16, 17, 18, 23, 24}",14,119,5,-1
17,"{0, 2, 3, 4, 7, 8, 11, 14, 15, 17}",10,50,3,-1
5,"{0, 2, 3, 5}",4,4,1,-1
29,"{0, 3, 4, 5, 6, 8, 9, 11, 20, 22, 25, 27, 28, 29}",14,86,3,-1
48,"{0, 3, 4, 5, 8, 9, 10, 11, 12, 13, 16, 17, 19, 20, 21, 22, 24, 26, 28, 29, 31, 32, 35, 36, 37, 38, 39, 40, 44, 47, 48}",31,191,4,-1
7,"{0, 2, 3, 4, 5, 7}",6,6,1,-1
5,"{0, 3, 4, 5}",4,4,1,-1
47,"{0, 1, 5, 42, 43, 12, 11, 44, 13, 47, 17, 23, 24, 26, 30, 31}",16,234,5,-1
37,"{0, 33, 32, 2, 34, 5, 1, 37, 8, 10, 25, 27, 28}",13,110,3,-1
44,"{0, 1, 2, 3, 5, 9, 11, 12, 13, 14, 16, 18, 19, 21, 22, 23, 28, 30, 35, 36, 39, 42, 44}",23,131,3,-1
23,"{0, 2, 3, 4, 7, 8, 11, 13, 14, 18, 20, 21, 23}",13,45,2,-1
47,"{0, 1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 17, 19, 21, 22, 24, 25, 26, 29, 32, 33, 36, 37, 39, 40, 41, 42, 43, 44, 47}",30,93,2,-1
5,"{0, 1, 2, 5}",4,4,1,-1
39,"{0, 1, 32, 3, 34, 37, 6, 39, 8, 14, 15, 18, 20, 21, 22, 27, 31}",17,116,3,-1
47,"{0, 1, 2, 4, 5, 8, 9, 11, 17, 18, 19, 23, 25, 26, 29, 30, 32, 33, 35, 40, 41, 42, 43, 44, 47}",25,93,2,-1
35,"{0, 1, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 22, 25, 30, 31, 33, 35}",19,139,4,-1
31,"{0, 1, 4, 5, 7, 12, 18, 19, 21, 22, 23, 26, 27, 28, 31}",15,92,3,-1
43,"{0, 2, 5, 6, 7, 9, 11, 12, 14, 16, 19, 22, 24, 25, 26, 27, 28, 29, 32, 33, 34, 35, 37, 41, 42, 43}",26,128,3,-1
17,"{0, 1, 2, 5, 6, 10, 12, 13, 14, 17}",10,50,3,-1
36,"{0, 2, 4, 5, 7, 12, 13, 15, 16, 17, 18, 19, 21, 23, 26, 29, 30, 32, 33, 34, 35, 36}",22,71,2,-1
33,"{0, 1, 4, 5, 6, 8, 9, 10, 11, 13, 14, 16, 18, 19, 21, 27, 28, 29, 31, 33}",20,98,3,-1
13,"{0, 2, 4, 5, 8, 9, 11, 12, 13}",9,25,2,-1
10,"{0, 2, 3, 5, 6, 7, 8, 10}",8,19,2,-1
49,"{0, 1, 2, 3, 4, 5, 6, 9, 11, 14, 15, 16, 20, 21, 25, 26, 27, 28, 31, 32, 33, 37, 38, 40, 41, 42, 43, 44, 45, 46, 49}",31,97,2,-1
41,"{0, 1, 2, 5, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19, 20, 22, 23, 24, 27, 28, 30, 31, 33, 35, 36, 37, 38, 41}",28,81,2,-1
5,"{0, 2, 3, 5}",4,4,1,-1
39,"{0, 1, 7, 9, 10, 11, 12, 13, 14, 15, 20, 25, 26, 28, 29, 30, 31, 34, 35, 36, 39}",21,233,6,-1
30,"{0, 2, 3, 4, 5, 6, 9, 11, 12, 13, 14, 17, 19, 20, 21, 23, 25, 26, 27, 28, 30}",21,59,2,-1
5,"{0, 1, 2, 5}",4,4,1,-1
38,"{0, 1, 3, 4, 5, 7, 8, 13, 18, 19, 24, 25, 26, 27, 29, 31, 33, 34, 35, 38}",20,75,2,-1
7,"{0, 1, 2, 3, 5, 7}",6,6,1,-1
21,"{0, 1, 8, 11, 12, 13, 14, 16, 19, 21}",10,146,7,-1
27,"{0, 1, 2, 7, 11, 13, 14, 15, 17, 18, 19, 20, 22, 23, 24, 27}",16,80,3,-1
47,"{0, 2, 3, 6, 10, 11, 12, 14, 15, 16, 17, 18, 19, 22, 23, 25, 29, 30, 33, 37, 38, 40, 41, 44, 45, 47}",26,140,3,-1
27,"{0, 2, 5, 6, 7, 10, 11, 13, 14, 17, 19, 20, 21, 22, 25, 26, 27}",17,53,2,-1
16,"{0, 1, 2, 5, 6, 8, 11, 14, 16}",9,47,3,-1
27,"{0, 2, 3, 6, 7, 15, 18, 20, 22, 24, 25, 27}",12,80,3,-1
5,"{0, 1, 2, 5}",4,4,1,-1
11,"{0, 3, 4, 5, 7, 10, 11}",7,32,3,-1
5,"{0, 2, 3, 5}",4,4,1,-1
10,"{0, 2, 4, 5, 9, 10}",6,39,4,-1
45,"{0, 1, 3, 4, 5, 9, 10, 11, 12, 16, 18, 23, 24, 27, 29, 30, 31, 32, 34, 36, 37, 38, 40, 41, 42, 45}",26,89,2,-1
5,"{0, 2, 3, 5}",4,4,1,-1
17,"{0, 1, 2, 5, 12, 13, 15, 17}",8,50,3,-1
27,"{0, 1, 2, 3, 7, 9, 12, 13, 16, 17, 18, 20, 21, 22, 23, 25, 27}",17,53,2,-1
19,"{0, 2, 3, 5, 11, 13, 16, 17, 19}",9,56,3,-1
15,"{0, 1, 2, 3, 4, 6, 9, 10, 11, 12, 15}",11,29,2,-1
5,"{0, 2, 3, 5}",4,4,1,-1
47,"{0, 1, 5, 9, 11, 12, 13, 16, 17, 21, 22, 23, 24, 26, 29, 31, 35, 36, 40, 42, 43, 44, 47}",23,187,4,-1
33,"{0, 1, 33, 5, 6, 9, 13, 16, 18, 21, 24, 25, 28, 31}",14,131,4,-1
35,"{0, 2, 3, 6, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 25, 28, 29, 31, 32, 33, 35}",24,104,3,-1
43,"{0, 1, 2, 4, 7, 9, 15, 17, 18, 25, 27, 28, 30, 33, 34, 37, 38, 39, 40, 43}",20,128,3,-1
20,"{0, 2, 3, 6, 7, 11, 12, 14, 15, 16, 17, 18, 20}",13,39,2,-1
10,"{0, 2, 5, 6, 7, 9, 10}",7,19,2,-1
16,"{0, 2, 3, 6, 8, 9, 10, 13, 14, 16}",10,47,3,-1
5,"{0, 1, 2, 5}",4,4,1,-1
6,"{0, 1, 2, 3, 6}",5,5,1,-1
25,"{0, 3, 4, 5, 7, 11, 16, 17, 20, 21, 24, 25}",12,74,3,-1
22,"{0, 1, 2, 3, 4, 5, 7, 9, 10, 12, 13, 15, 16, 17, 20, 22}",16,43,2,-1
5,"{0, 1, 2, 5}",4,4,1,-1
8,"{0, 2, 5, 6, 7, 8}",6,15,2,-1
48,"{0, 3, 4, 5, 7, 8, 9, 11, 13, 14, 17, 18, 19, 22, 23, 24, 26, 27, 28, 30, 31, 33, 35, 38, 40, 41, 42, 43, 44, 47, 48}",31,143,3,-1
8,"{0, 1, 3, 4, 6, 8}",6,15,2,-1
46,"{0, 1, 2, 4, 8, 9, 12, 13, 14, 17, 18, 19, 20, 22, 24, 27, 28, 30, 31, 32, 33, 34, 36, 38, 39, 41, 42, 44, 46}",29,137,3,-1
32,"{0, 1, 32, 4, 5, 6, 7, 10, 15, 16, 17, 23, 24, 25, 27, 30}",16,95,3,-1
28,"{0, 3, 4, 5, 8, 11, 14, 15, 16, 18, 19, 20, 22, 23, 25, 26, 27, 28}",18,55,2,-1
5,"{0, 2, 3, 5}",4,4,1,-1
45,"{0, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 17, 18, 21, 23, 25, 26, 27, 30, 32, 36, 37, 38, 39, 40, 42, 43, 45}",31,89,2,-1
17,"{0, 1, 3, 4, 5, 6, 12, 13, 15, 17}",10,33,2,-1
7,"{0, 2, 5, 6, 7}",5,13,2,-1
26,"{0, 1, 2, 3, 5, 7, 8, 9, 11, 15, 18, 19, 21, 22, 23, 26}",16,51,2,-1
36,"{0, 1, 2, 4, 7, 8, 10, 13, 16, 18, 20, 21, 22, 23, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36}",24,71,2,-1
16,"{0, 2, 3, 4, 8, 10, 13, 14, 16}",9,47,3,-1
14,"{0, 2, 5, 8, 10, 11, 12, 13, 14}",9,41,3,-1
7,"{0, 2, 3, 4, 5, 7}",6,6,1,-1
9,"{0, 1, 2, 4, 5, 6, 9}",7,17,2,-1
5,"{0, 1, 2, 5}",4,4,1,-1
43,"{0, 1, 3, 4, 7, 9, 10, 14, 15, 19, 20, 21, 22, 25, 27, 29, 31, 32, 34, 35, 38, 39, 40, 43}",24,85,2,-1
18,"{0, 3, 4, 5, 7, 8, 10, 14, 15, 16, 17, 18}",12,35,2,-1
5,"{0, 1, 3, 5}",4,4,1,-1
9,"{0, 1, 2, 4, 5, 6, 9}",7,17,2,-1
5,"{0, 1, 4, 5}",4,9,2,-1
5,"{0, 1, 4, 5}",4,9,2,-1
29,"{0, 1, 2, 3, 5, 8, 10, 12, 15, 16, 18, 19, 20, 23, 24, 25, 27, 29}",18,57,2,-1
18,"{0, 1, 4, 5, 6, 13, 14, 15, 18}",9,53,3,-1
6,"{0, 1, 2, 4, 6}",5,5,1,-1
5,"{0, 1, 2, 5}",4,4,1,-1
